index,id,vendor,playbook_name,playbook_description,tags,steps,actuator,step_types,step_names
1293,p1293,Splunk,CrowdStrike_OAuth_API_Network_Isolation,Accepts a hostname or device id as input and attempts to isolate (quarantine) the device in Crowdstrike. We then generate an observable report as well as a Markdown formatted report from the results. Both reports can be customized based on user preference.,"['CrowdStrike_OAuth_API', 'host name', 'containment', 'D3-NAM']",8,[],[],"['\\n', '\\n', 'input filter\\nDetermines if the provided inputs are present in the dataset.', 'quarantine device\\nQuarantines device in Crowdstrike given either a Sensor ID (device_id) or hostname.', 'host observables\\nFormat a normalized output for each host', 'format fql\\nFormat the FQL query to get the input device information using its ID or hostname.', 'query device\\nGet information about the device to quarantine using its hostname or device id.', 'format quarantine report\\nFormat a summary table with the information gathered from the playbook.']"
1294,p1294,Splunk,CrowdStrike_OAuth_API_Network_Restore,Accepts a hostname or device id as input and tries to restore access for (unquarantines) the device in Crowdstrike. We then generate an observable report as well as a Markdown formatted report of the results.  Both can be customized based on user preference.,"['CrowdStrike_OAuth_API', 'host name', 'restore', 'D3-RNA']",8,[],[],"['\\n', '\\n', 'unquarantine device\\nRemove network isolation from a device in CrowdStrike.', 'input filter\\nDetermines if the provided inputs are present in the dataset.', 'host observables\\nFormat a normalized output for each host', 'format fql\\nFormat the FQL query to get the input device information using its ID or hostname.', 'query device\\nGet information about the device to unquarantine using its hostname or device id.', 'format unquarantine report\\nFormat a summary table with the information gathered from the playbook.']"
1295,p1295,Splunk,CrowdStrike_OAuth_API_Process_Termination,"Accepts a hostname or device id as well as one or more process IDs as input and terminates those process(es) on a device in Crowdstrike. We then generate an observable report as well as a Markdown formatted report. Both reports can be customized based on user preference.  Note that the Markdown report can report a status of ""success"" even when a particular PID is not actually killed.  Rely on the observable output if you need to reliably check that.","['CrowdStrike_OAuth_API', 'host name', 'D3-PT']",10,[],[],"['\\n', '\\n', 'create session\\nCreate an RTR session on the selected Crowdstrike endpoint.', 'run admin command\\nRuns the kill command against a Crowdstrike endpoint via an RTR session to terminate the selected process PID.', 'delete session\\nDeletes an RTR session on the selected Crowdstrike endpoint.', 'input filter\\nDetermines if the provided inputs are present in the dataset.', 'host observables\\nFormat a normalized output for each host', 'format fql\\nFormat the FQL query to get the input device information using its ID or hostname.', 'query device\\nGet information about the device where the process should be terminated using its hostname or device id.', 'format process termination report\\nFormat a summary table with the information gathered from the playbook.']"
1296,p1296,Splunk,G_Suite_for_Gmail_Message_Eviction,Accepts a gmail email ID and a mailbox  and then attempts to delete the email from the mailbox. \n\nCaution: Emails deleted by running this playbook are deleted permanently and cannot be recovered\n\nRef: D3-ER: https://d3fend.mitre.org/technique/d3f:EmailRemoval/,"['message_eviction', 'D3-ER', 'gsuite_for_gmail', 'gmail_email_id', 'email']",6,[],[],"['\\n', '\\n', 'input filter\\nFilter message_id and email inputs to route inputs to appropriate actions.', 'purge email\\nRemove  provided gmail email ID in provided mailbox.', 'post delete filter\\nEnsure that the email deletion occurred successfully.', 'observable output\\nFormat a normalized output for each deleted message.']"
1297,p1297,Splunk,Microsoft_Defender_For_Endpoint_Network_Isolation,Accepts a uid (device_id or hostname) as input and quarantines the device in MS Defender for Endpoint. We then generate an observable report. The report can be customized based on user preference.\n\nRef:\nhttps://d3fend.mitre.org/technique/d3f:NetworkIsolation/,"['device', 'containment', 'host name', 'MS_Defender_for_Endpoint', 'D3-NI']",7,[],[],"['\\n', '\\n', 'quarantine device\\nQuarantines device in MS Defender for Endpoint given a uid (device_id or hostname).', 'input filter\\nDetermines if the provided inputs are present in the dataset.', 'quarantine device filter\\nFilters successful quarantine actions', 'host observables\\nFormat a normalized output for each host', 'format report device\\nFormat a summary table with the information gathered from the playbook.']"
1298,p1298,Splunk,Microsoft_Defender_For_Endpoint_Network_Restore,Accepts a uid (device_id or hostname) as input and quarantines the device in MS Defender for Endpoint. We then generate an observable report. The report can be customized based on user preference.\n\nRef:\nhttps://d3fend.mitre.org/technique/d3f:RestoreNetworkAccess/,"['device', 'host name', 'D3-RNA', 'MS_Defender_for_Endpoint', 'restore']",7,[],[],"['\\n', '\\n', 'unquarantine device\\nUnquarantines device in MS Defender for Endpoint given a uid (device_id or hostname).', 'input filter\\nDetermines if the provided inputs are present in the dataset.', 'unquarantine device filter\\nFilters successful unquarantine actions', 'host observables\\nFormat a normalized output for each host', 'format report device\\nFormat a summary table with the information gathered from the playbook.']"
1299,p1299,Splunk,MS_Graph_for_Office_365_Message_Eviction,Accepts message ID that needs to be evicted from provided email mailbox in Microsoft Office365. Generates an observable output based on the status of message eviction.\n\nRef: D3-ER\nhttps://d3fend.mitre.org/technique/d3f:EmailRemoval/,"['internet_message_id', 'ms_graph_for_o365', 'D3-ER', 'message_eviction', 'Office365']",8,[],[],"['\\n', '\\n', 'search o365 for email\\nSearch for  provided message ID in provided mailbox from filtered playbook inputs.', 'purge email\\nRemove  provided message ID in provided mailbox from filtered query outputs.', 'email deletion observable\\nFormat a normalized output for each message_id and mailbox.', 'input_validation_filter\\nFilter message_id and email inputs to route inputs to appropriate actions.', 'filter run query\\nfilter check if the message is found in the mailbox.', 'purge filter\\nfilter check if the message is deleted from mailbox']"
1300,p1300,Splunk,MS_Graph_for_Office_365_Message_Identifier_Activity_Analysis,Caution: This may run into performance or rate limiting issues at large scale because each mailbox is checked individually.\n\nAccepts an internet message id  and asks Office365 for a list of mailboxes to search  and then searches each one to look for records that have a matching internet message id.  It then produces a normalized output and summary table.\n\nRef: D3-IAA: https://d3fend.mitre.org/technique/d3f:IdentifierActivityAnalysis/,"['message_identifier_activity', 'internet_message_id', 'D3-IAA', 'ms_graph_for_o365']",8,[],[],"['\\n', '\\n', 'artifact filter\\n', 'get mailboxes\\nCurrently a required step in order to search ""All"" of the mailboxes in an O365 tenant. This receives a list of mailboxes that are passed to the next action.', 'search mailboxes\\n', 'results filter\\nFilter results from mailbox search', 'format message report\\n', 'build message output\\nLogic regarding observable construction goes here']"
1301,p1301,Splunk,MS_Graph_for_Office_365_Message_Restore,Accepts message ID that needs to be restored to the provided email mailbox in Microsoft Office365. Generates an observable output based on the status of message restoration.\n\nRef: D3-RE:\nhttps://d3fend.mitre.org/technique/d3f:RestoreEmail/,"['D3-RE', 'ms_graph_for_o365', 'internet_message_id', 'email', 'Office365']",8,[],[],"['\\n', '\\n', 'search o365 for email\\nSearch for  provided message ID in provided mailbox from filtered playbook inputs.', 'restore email\\nRestore  provided message ID in provided mailbox from filtered query outputs.', 'email restore observable\\nFormat a normalized output for each message_id and mailbox.', 'input_validation_filter\\nFilter message_id and email inputs to route inputs to appropriate actions.', 'filter run query\\nfilter check if the message is found in the mailbox.', 'restore filter\\nfilter check if the message is restored in the mailbox.']"
1302,p1302,Splunk,MS_Graph_for_Office_365_Search_and_Purge,"Accepts an Internet Message ID  searches for its presence in each mailbox  and then deletes the ones it finds. The Message Eviction playbook performs a ""soft delete""  which allows for messages to be recovered.","['message_identifier_activity', 'message_eviction', 'D3-IAA', 'D3-ER', 'ms_graph_for_o365', 'internet_message_id']",16,[],[],"['\\n', '\\n', 'format artifact\\nThese artifacts capture the message ID and the mailbox they were removed from so that they can be restored later.', 'create artifacts\\nThese artifacts capture the message ID and the mailbox they were removed from so that they can be restored later.', 'input decision\\n', 'input filter\\n', 'format prompt\\n', 'delete email prompt\\n', 'prompt decision\\n', '\\n', 'artifact does not exist\\nIn the event an artifact does not exist suitable for this usecase  inform the user.', 'identifier filter\\n', '\\n', 'No Observable Found\\nIn the event the Message Identifier Activity Analysis playbook does not return an observable  inform the user.', 'format note\\nFormat the output of the Message Eviction playbook to provide a table to the user showing the deleted messages.', 'Update Workbook Task\\nUpon completion  update the workbook task with the formatted output and mark task as complete.']"
1303,p1303,Splunk,MS_Graph_for_Office_365_Search_and_Restore,Accepts an Internet Message ID and an email mailbox  searches for the Message ID's presence in each mailbox's recoverable deleted items  and then restores the ones it finds. ,"['message_restore', 'ms_graph_for_o365', 'internet_message_id', 'D3-RE']",10,[],[],"['\\n', '\\n', 'input filter\\nensures the artifact this is running against has the right fields', '\\n', 'artifact does not exist\\nIn the event an artifact does not exist suitable for this usecase  inform the user.', '\\n', 'format note\\nFormat the output of the Message Restore playbook to provide a table to the user showing the deleted messages.', 'No Observable Found\\nIn the event the Message Restore playbook does not return an observable  inform the user.', 'Update Workbook Task\\nUpon completion  update the workbook task with the formatted output and mark task as complete.', 'input decision\\nensures the artifact this is running against has the right fields']"
1304,p1304,Splunk,ReversingLabs_Reported_Email_Triage,This playbook is designed to assist in triaging user reported emails by checking a dedicated Microsoft 365 mailbox for the reported messages and uploading any attachments to a ReversingLabs Spectra Analyze appliance for analysis.,[],7,[],[],"['\\n', '\\n', 'run email query\\n', 'get reported emails\\n', 'analyze attachment\\n', 'get analysis report\\n', 'filter alert name\\n']"
1305,p1305,Splunk,ServiceNow_Create_Incident,This Playbook will take the output from automation run upstream in the playbook and send a report of that to a SNOW Incident of your choice. ,"['ServiceNow', 'ticket']",4,[],[],"['\\n', '\\n', 'create snow incident\\nThis will create a Service Now(SNOW) Incident and pass the Container Name as the Title of the incident and Description as the Description in the incident', 'add snow incident number\\nThis will add an artifact for the SNOW Incident in the SOAR Container that can be used later to update the SNOW incident with other actions take. ']"
1306,p1306,Splunk,ServiceNow_Create_Incident_Es,This Playbook was designed to be added to a Response Plan inside of Enterprise Security 8.x  to create a correlating SNOW incident and a custom field inside of the ES investigation to continue to track the investigation. ,"['ServiceNow', 'ticket']",5,[],[],"['\\n', '\\n', 'create snow ticket\\nThis will create a Service Now ticket to track your Security Investigation in SNOW', 'create snow incident field\\n We create this so that you can use it downstream with other ServiceNow playbooks to update the Snow Incident as you work thru the investigation.  ', 'snow ticket number note\\nWe add the Snow ticket number as a note in the Investigation (or Finding)']"
1307,p1307,Splunk,ServiceNow_Query_Incidents,This will query your SNOW Incident table looking for incidents that have a cmdb_ci entry that matches your affected entity in the detections from ES or SOAR and give a report of the found SNOW Incidents ,"['ServiceNow', 'ticket']",5,[],[],"['\\n', '\\n', 'snow format incident query\\nThis will format a query to look for SNOW incidents over the last 7 days for a entity in a detection', 'list snow tickets\\nthis will list the SNOW Incidents relating to affected entity in the detection. ', 'snow incident markdown\\nThis will give you a table of the SNOW incidents related to the detection entity affected.']"
1308,p1308,Splunk,ServiceNow_Update_Incident,This Playbook will take the output from automation run upstream in the playbook and send a report of that to a SNOW Incident of your choice. ,"['ServiceNow', 'ticket']",15,[],[],"['\\n', '\\n', 'convert note to json2\\nthis takes the Observables from SOAR automation and converts to json fromat that SOAR will accept. ', 'string remove crlf 2\\nRemove any \\n characters from the input string', 'update servicenow incident 2\\nThis will input the note that was configured to be sent from parent playbook in the start block to the Service Now Incident. ', 'string uri decode\\nRemove any uri encoding', 'stiring uri decode2\\nRemove any uri encoding', 'snow format incident query\\nThis will format a query to look for SNOW incidents over the last 7 days for a entity in a detection', 'list snow tickets\\nthis will list the SNOW Incidents relating to affected entity in the detection. ', 'snow incident markdown\\nThis will give you a table of the SNOW incidents related to the detection entity affected.', 'input snow incident\\nthis will operate two queries. \\n1. Query ES or SOAR for Snow Incident in the investigation or case already documented\\n2. Query the SNOW incidents \\n\\nThen prompt our user that submitted the automation to input the SNOW incident they want to update. ', 'convert note to json\\nthis takes the Observables from SOAR automation and converts to json fromat that SOAR will accept. ', 'string remove crlf\\nRemove any \\n characters from the input string', 'update servicenow incident\\nThis will input the note that was configured to be sent from parent playbook in the start block to the Service Now Incident. ', 'check local snow incident\\nLooks for snow_incident field']"
1309,p1309,Splunk,ServiceNow_Update_Incident_EsNotes,This ES Playbook will be added as the last phase in a response plan to send all the notes from an investigation to the SNOW incident created earlier in investigation.,['ServiceNow'],9,[],[],"['\\n', '\\n', 'loop convert to html\\nThis block loops thru the items in the ES notes and  converts the ES data to HTML which for service now looks better. ', 'finding and investigation notes\\nThis will retrieve that notes from your investigation. Not only the General notes but any notes in Response plans also. ', 'convert note to json\\nthis takes the Observables from SOAR automation and converts to json fromat that SOAR will accept. ', 'string remove crlf\\nRemove any \\n characters from the input string', 'update servicenow incident\\nThis will input the note that was configured to be sent from parent playbook in the start block to the Service Now Incident. ', 'string uri decode\\nRemove any uri encoding', 'list demux\\nWe use to take the multiple notes that may be in a ES investigation and convert them into something we can loop thru and format better. ']"
1310,p1310,Splunk,Splunk_Attack_Analyzer_Dynamic_Analysis,Accepts a URL or vault_id and does detonation analysis on the objects. Generates a global report and a per observable sub-report and normalized score. The score can be customized based on a variety of factors.\n\n,"['url', 'ip', 'domain', 'sandbox', 'D3-DA', 'vault_id', 'splunk_attack_analyzer']",21,[],[],"['\\n', '\\n', 'format url report \\nFormat a summary table with the information gathered from the playbook.', 'build url output\\nThis block uses custom code to generate an observable dictionary to output into the observables data path.', 'file detonation\\nQueries SAA for information about the provided vault_id(s)', 'get file summary output\\nQueries SAA Forensics data relative to the JobID of URL(s) or File(s) needs to be detonated.', 'normalized file summary output\\nThis block uses custom code for normalizing score. Adjust the logic as desired in the documented sections.', 'format file report \\nFormat a summary table with the information gathered from the playbook.', 'build file output\\nThis block uses custom code to generate an observable dictionary to output into the observables data path.', 'saa input filter\\nDetermine branches based on provided inputs.', 'url status filter\\nFilters url detonation results.', 'file summary filter\\nFilters successful file detonation job forensic results.', 'get url job screenshots\\nAdd the job screenshots to the vault', 'get file job screenshots\\nAdd the job screenshots to the vault', 'url screenshot formatting\\nCustom formatting for the markdown report that shows screenshots grouped by detonated URL', 'file screenshot formatting\\nCustom formatting for the markdown report that shows screenshots grouped by detonated file.', 'url detonation\\nQueries SAA for information about the provided URL(s)', 'detonation status filter\\nFilters successful file  detonation results.', 'get url summary output\\nQueries SAA Forensics data relative to the JobID of URL(s) or File(s) needs to be detonated.', 'url summary filter\\nFilters successful url detonation job forensic results.', 'normalized url summary output\\nThis block uses custom code for normalizing score. Adjust the logic as desired in the documented sections.']"
1311,p1311,Splunk,Splunk_Automated_Email_Investigation,Leverages Splunk technologies to determine if a .eml or .msg file in the vault is malicious  whether or not it contained suspect URLs or Files  and who may have interacted with the IoCs (email  URLs  or Files).,"['D3-DA', 'D3-SRA']",17,[],[],"['\\n', '\\n', 'high score indicator decision\\n', 'who received email\\n', 'add artifacts\\n', 'splunk attack analyzer\\n', 'convert to artifacts\\n', 'add analysis note\\n', 'filter malicious indicators\\n', 'who interacted with files\\n', 'split related observables\\n', 'merge playbook reports\\n', '\\n', 'format analyst note\\n', 'get emails from vault\\n', 'fiter email items\\n', 'who interacted with urls\\n']"
1312,p1312,Splunk,Splunk_Identifier_Activity_Analysis,Accepts a file_hash  domain name  URL  or IP Address  and asks Splunk for a list of devices and users that have interacted with each. It then produces a normalized output and summary table. Defaults to -30d searches.,"['domain', 'url', 'ip', 'file_hash', 'splunk', 'identifier_activity', 'D3-IAA']",24,[],[],"['\\n', '\\n', 'run domain query\\nMay need to change search command dependent on your format block', 'run IP query\\nMay need to change search command dependent on your format block', 'filter URL query\\n', 'filter file query\\n', 'filter domain query\\n', 'filter IP query\\n', 'format URL report\\nMarkdown report used in calling playbook', 'format file report\\nMarkdown report used in calling playbook', 'format domain report\\nMarkdown report used in calling playbook', 'format ip report\\nMarkdown report used in calling playbook', 'input filter\\n', 'build URL output\\nObservable object expected by calling playbook', 'build file output\\nObservable object expected by calling playbook', 'build domain output\\nObservable object expected by calling playbook', 'build ip output\\nObservable object expected by calling playbook', 'parse url\\n', 'build URL query\\nQuery may need editing to reflect your splunk environment', 'build file query\\nQuery may need editing to reflect your splunk environment', 'build domain query\\nQuery may need editing to reflect your splunk environment', 'build IP query\\nQuery may need editing to reflect your splunk environment', 'run URL query\\nMay need to change search command dependent on your format block', 'run file query\\nMay need to change search command dependent on your format block']"
1313,p1313,Splunk,Splunk_Message_Identifier_Activity_Analysis,Accepts an internet message id  and asks Splunk \n to look for records that have a matching internet message id.  It then produces a normalized output and summary table.\n\nRef: D3-IAA https://d3fend.mitre.org/technique/d3f:IdentifierActivityAnalysis/,"['message_identifier_activity', 'internet_message_id', 'splunk', 'D3-IAA']",8,[],[],"['\\n', '\\n', 'input filter\\n', 'format message query\\n', 'run message query\\n', 'format message report\\n', 'build message output\\nLogic regarding observable construction goes here', 'Results filter\\n']"
1314,p1314,Azure Sentinel,2S-MISP-Orchestrator,This Playbook is designed to ingest Threat Intelligence Indicators of Compromise (IOCs) from the MISP-Forwarder Playbooks and send it in the correct form to your MISP-server. It will create a new MISP event for each incident in Defender  and add information to that event.,"['Microsoft Sentinel', 'ThreatIntelligenceIndicator', 'MISP']",1,[],[],[]
1315,p1315,Azure Sentinel,AS-Azure-AD-Enable-User,This playbook is intended to be run from a Microsoft Sentinel incident. It will enable the Azure AD user accounts associated with the entities from Microsoft Sentinel incidents.,"['Microsoft Sentinel', 'Incident', 'Azure Active Directory', 'Enable User']",1,[],[],[]
1316,p1316,Azure Sentinel,AS-Azure-AD-Group,This playbook is intended to be run from a Microsoft Sentinel incident. It will add the users associated with the accounts from Microsoft Sentinel incidents to an Azure Active Directory Group of your choosing.,"['Microsoft Sentinel', 'Incident', 'Azure Active Directory', 'Groups']",1,[],[],[]
1317,p1317,Azure Sentinel,AS-Blob-Storage-Add-Domains-to-Zscaler-URL-Category,This playbook will use Azure blob storage to maintain a Zscaler custom URL category of your choice. If the azure blob storage is modified  the Zscaler URL category values will be updated to match.,"['Microsoft Sentinel', 'Incident', 'Zscaler', 'URL Categories']",1,[],[],[]
1318,p1318,Azure Sentinel,AS-Block-GitHub-User,This playbook is intended to be run from a Microsoft Sentinel Incident. It will look up the GitHub users associated with the Incident Account Entities and block them from your GitHub organization. If they are members of the GitHub organization  they will also be removed. A comment noting the affected GitHub users will be added to the Incident.,"['Microsoft Sentinel', 'Incident', 'GitHub', 'Block User']",1,[],[],[]
1319,p1319,Azure Sentinel,AS-Block-Hash-in-Defender,This playbook is intended to be run from a Microsoft Sentinel Incident. It will take the File Hashes from the Incident entities list and block them in Defender. A comment noting the affected File Hashes will be added to the Incident.,"['Microsoft Sentinel', 'Incident', 'Defender', 'Block File Hash']",1,[],[],[]
1320,p1320,Azure Sentinel,AS-Clear-Okta-Network-Zone-List,This playbook is intended to be run on a schedule. It will clear out all but one of the IPs from an Okta Network Zone list (leaving at least one entry is required by API). This will prevent the list from reaching capacity and preventing newer entries from being added.,"['Microsoft Sentinel', 'Entity', 'Okta', 'Network Zones']",1,[],[],[]
1321,p1321,Azure Sentinel,AS-Compromised-Machine-Tagging,This playbook is intended to be run from a Microsoft Sentinel incident. It will match the hosts from an incident with machines in Microsoft Defender and tag those machines as compromised.,"['Microsoft Sentinel', 'Incident', 'Microsoft Defender']",1,[],[],[]
1322,p1322,Azure Sentinel,AS-Create-Opsgenie-Incident,This playbook will create an incident in Opsgenie with the information from a Microsoft Sentinel incident.,"['Microsoft Sentinel', 'Incident', 'Opsgenie', 'Integration']",1,[],[],[]
1323,p1323,Azure Sentinel,AS-Enable-Microsoft-Entra-ID-User-From-Entity,This playbook is intended to be run from a Microsoft Sentinel account entity. It will enable the Microsoft Entra ID user account associated with the Microsoft Sentinel account entity.,"['Microsoft Sentinel', 'Entity', 'Microsoft Entra ID', ' User']",1,[],[],[]
1324,p1324,Azure Sentinel,AS-IAM-Entra-ID-Master-Playbook,This playbook is intended to be run from a Microsoft Sentinel incident with account and/or IP entities. It will run two playbooks  revoking the sessions of the related Microsoft Entra Id user account and adding the it to a named locations list.,"['Microsoft Sentinel', 'Incident', 'Microsoft Entra ID']",1,[],[],[]
1325,p1325,Azure Sentinel,AS-Microsoft-Entra-ID-Revoke-User-Sessions-HTTP,This playbook is intended to be run from a Microsoft Sentinel Incident. It will look up Microsoft Entra ID users associated with the incident account entities and revoke their sessions. A comment noting the affected users will be added to the Incident.,"['Microsoft Sentinel', 'Incident', 'Microsoft Entra ID', 'Revoke User Sessions']",1,[],[],[]
1326,p1326,Azure Sentinel,AS-IP-Blocklist-HTTP,This playbook is intended to be triggered from an Azure Logic App master playbook. It will add the IP address from Microsoft Sentinel Incidents to a Microsoft Azure Conditional Access Named Locations list  signifying compromised IP addresses.,"['Microsoft Sentinel', 'Incident', 'Conditional Access', 'Named Locations']",1,[],[],[]
1327,p1327,Azure Sentinel,AS-Okta-Terminate-User-Sessions-HTTP,This playbook is intended to be triggered from an Azure Logic App master playbook. It will match Okta users against the account entities on the incident and then terminate all sessions of the matched users in Okta.,"['Microsoft Sentinel', 'Incident', 'Okta', 'User Session']",1,[],[],[]
1328,p1328,Azure Sentinel,AS-Okta-NetworkZoneUpdate-HTTP,This playbook is intended to be triggered from an Azure Logic App master playbook. It will add the IP address from Microsoft Sentinel Incidents to an Okta Network Zone of your choosing.,"['Microsoft Sentinel', 'Incident', 'Okta', 'Network Zone']",1,[],[],[]
1329,p1329,Azure Sentinel,AS-Microsoft-Entra-ID-Revoke-User-Sessions-HTTP,This playbook is intended to be run from a Microsoft Sentinel Incident. It will look up Microsoft Entra ID users associated with the incident account entities and revoke their sessions. A comment noting the affected users will be added to the Incident.,"['Microsoft Sentinel', 'Incident', 'Microsoft Entra ID', 'Revoke User Sessions']",1,[],[],[]
1330,p1330,Azure Sentinel,AS-IP-Blocklist-HTTP,This playbook is intended to be triggered from an Azure Logic App master playbook. It will add the IP address from Microsoft Sentinel Incidents to a Microsoft Azure Conditional Access Named Locations list  signifying compromised IP addresses.,"['Microsoft Sentinel', 'Incident', 'Conditional Access', 'Named Locations']",1,[],[],[]
1331,p1331,Azure Sentinel,AS-IP-Blocklist-Remove-IPs,This playbook is intended to be run from a Microsoft Sentinel Incident. It will remove the IP address from Microsoft Sentinel Incidents from a Microsoft Azure Conditional Access Named Locations list.,"['Microsoft Sentinel', 'Incident', 'Conditional Access', 'Named Locations']",1,[],[],[]
1332,p1332,Azure Sentinel,AS-IP-Blocklist,This playbook is intended to be run from a Microsoft Sentinel Incident. It will add the IP address from Microsoft Sentinel Incidents to a Microsoft Azure Conditional Access Named Locations list  signifying compromised IP addresses.,"['Microsoft Sentinel', 'Incident', 'Conditional Access', 'Named Locations']",1,[],[],[]
1333,p1333,Azure Sentinel,AS-Import-Azure-AD-Group-Users-to-MS-Watchlist,This playbook is intended to be run on a schedule. It will add the users from a specified Azure Active Directory group to a Microsoft Sentinel watchlist.,"['Microsoft Sentinel', 'Watchlist', 'Azure Active Directory', 'Group']",1,[],[],[]
1334,p1334,Azure Sentinel,AS-Get-HostExposureLevel-From-MDE,This playbook is intended to be run from a Microsoft Sentinel Incident. It will match the Hosts from a Microsoft Sentinel Incident with Microsoft Defender Machines and add each Machine's exposure level as a comment on the Microsoft Sentinel Incident.,"['Microsoft Sentinel', 'Incident', 'Host', 'Defender', 'Machine Exposure Level']",1,[],[],[]
1335,p1335,Azure Sentinel,AS-Incident-IP-Matched-on-Watchlist,This playbook is intended to be run from a Microsoft Sentinel incident. If any IP entities are found to match those in a specified watchlist containing a list of subnets  a comment noting this match will be added to the incident and the incident will be tagged with a label of your choosing.,"['Microsoft Sentinel', 'Incident', 'Watchlist', 'Subnet']",1,[],[],[]
1336,p1336,Azure Sentinel,AS-Incident-Response-Approval-Email,This playbook is intended to be run from a Microsoft Sentinel incident. It will facilitate incident response by sending an approval email to the manager(s) of the user(s) associated with the incident.,"['Microsoft Sentinel', 'Incident', 'Incident Response', 'User', 'Manager']",1,[],[],[]
1337,p1337,Azure Sentinel,AS-Incident-Spiderfoot-Scan,This playbook will pull email addresses from the account entities in a Microsoft Sentinel incident and use them as targets in a Spiderfoot scan. By default  the scan is created using the HaveIBeenPwned module. The resulting report of that scan will be emailed to a recipient specified upon deployment.,"['Microsoft Sentinel', 'Incident', 'Spiderfoot']",1,[],[],[]
1338,p1338,Azure Sentinel,AS-MDE-Isolate-Machine,This playbook is intended to be run from a Microsoft Sentinel Incident. It will match Microsoft Defender for Endpoint machines with the host entities on the incident and then isolate them.,"['Microsoft Sentinel', 'Incident', 'Microsoft Defender', 'Isolate Machine']",1,[],[],[]
1339,p1339,Azure Sentinel,AS-MDE-Unisolate-Machine,This playbook is intended to be run from a Microsoft Sentinel Incident. It will match Microsoft Defender for Endpoint isolated machines with the host entities on the incident and then reslease them from isolation.,"['Microsoft Sentinel', 'Incident', 'Microsoft Defender', 'Unisolate Machine']",1,[],[],[]
1340,p1340,Azure Sentinel,AS-Make-GitHub-Repository-Private,This playbook is intended to be run from a Microsoft Sentinel Incident. It will look up the GitHub repositories associated with the Incident Account Entities and make them private. A comment noting the affected GitHub repositories will be added to the Incident.,"['Microsoft Sentinel', 'Incident', 'GitHub', 'Repository']",1,[],[],[]
1341,p1341,Azure Sentinel,AS-Microsoft-DCR-Log-Ingestion,This playbook is intended to be run ,"['Microsoft Graph', 'Microsoft Office']",1,[],[],[]
1342,p1342,Azure Sentinel,AS-MuleSoft-Integration,This playbook is intended to run on a schedule and pull MuleSoft Audit Logs into Microsoft Sentinel custom logs where they can be tracked and queried.,"['Microsoft Sentinel', 'MuleSoft', 'Audit logs']",1,[],[],[]
1343,p1343,Azure Sentinel,AS-Okta-NetworkZoneUpdate,This playbook is intended to be run from a Microsoft Sentinel Incident. It will add the IP address from Microsoft Sentinel Incidents to an Okta Network Zone of your choosing.,"['Microsoft Sentinel', 'Incident', 'Okta', 'Network Zone']",1,[],[],[]
1344,p1344,Azure Sentinel,AS-Recurring-Host-Entity,This playbook is intended to be run from a Microsoft Sentinel Incident. It will take the Hosts from the Incident entities list and search the Microsoft Sentinel SecurityAlert logs for other entities containing the same Hosts. A comment noting the Alerts the Hosts appear in  and their occurrence count  will be added to the Incident.,"['Microsoft Sentinel', 'Incident', 'Log Analytics Workspace']",1,[],[],[]
1345,p1345,Azure Sentinel,AS-Revoke-Entra-ID-User-Session-From-Entity,This playbook is intended to be run from a Microsoft Sentinel Entity. It will look up Entra ID users associated with the account entities and revoke their sessions.,"['Microsoft Sentinel', 'Entity', 'Entra ID', 'Revoke User Sessions']",1,[],[],[]
1346,p1346,Azure Sentinel,AS-Revoke-Entra-ID-User-Session-From-Incident,This playbook is intended to be run from a Microsoft Sentinel Incident. It will look up Entra ID users associated with the incident account entities and revoke their sessions. A comment noting the affected users will be added to the Incident.,"['Microsoft Sentinel', 'Incident', 'Entra ID', 'Revoke User Sessions']",1,[],[],[]
1347,p1347,Azure Sentinel,AS-Sign-Out-Google-User,This playbook is intended to be run from a Microsoft Sentinel Incident. It will look up the Google Users associated with the Incident Account Entities and sign them out of all Google web and device sessions. This action also resets user sign-in cookies and forces them reauthenticate. A comment noting the affected Google Users will be added to the Incident.,"['Microsoft Sentinel', 'Incident', 'Google API', 'Sign Out User']",1,[],[],[]
1348,p1348,Azure Sentinel,AS-Slack-Integration,,"['Microsoft Sentinel', 'Incident', 'Google API', 'Sign Out User']",1,[],[],[]
1349,p1349,Azure Sentinel,AS-Terminate-Okta-User-Sessions-From-Entity,This playbook is intended to be run from a Microsoft Sentinel Entity. It will match Okta users against the account entities on the entity and then terminate all sessions of the matched users in Okta.,"['Microsoft Sentinel', 'Entity', 'Okta', 'User Session']",1,[],[],[]
1350,p1350,Azure Sentinel,Add IP Entity To Network Security Group,This playbook will execute using an incident based trigger and add the IP entities to a Network Security Group,['Remediation'],1,[],[],[]
1351,p1351,Azure Sentinel,Add IP Entity To Named Location,This playbook will execute using an incident based trigger and add the IP entities to a Conditional Access Named Location,['Remediation'],1,[],[],[]
1352,p1352,Azure Sentinel,Generate-Incident-Logic-App,This playbook will help to create an incident in Microsoft Sentinle when an email is sent to the configured email address.,['Remediation'],1,[],[],[]
1353,p1353,Azure Sentinel,Cyble-Threat-Intel-Playbook,The Cyble Threat Intel Playbook facilitates the retrieval of logs from the Cyble Alerts API into Microsoft Sentinel.,['Remediation'],1,[],[],[]
1354,p1354,Azure Sentinel,AI-Commandline-Analysis,,['Remediation'],1,[],[],[]
